trial_key,rep,dif_nrate_lbac,dif_yield_buac,kgn_ha_avoided
abel_23,1,30,-22.900000000000006,33.62553898467236
abel_23,2,30,-6.599999999999994,33.62553898467236
abel_23,3,30,-4.699999999999989,33.62553898467236
abel_23,4,30,-8.299999999999983,33.62553898467236
amun1_23,1,39,1.8000000000000114,43.71320068007407
amun1_23,2,39,6.800000000000011,43.71320068007407
amun1_23,3,39,2.6999999999999886,43.71320068007407
amun1_23,4,39,9.199999999999989,43.71320068007407
amun2_23,1,39,-4.200000000000017,43.71320068007407
amun2_23,2,39,18.599999999999994,43.71320068007407
amun2_23,3,39,19.19999999999999,43.71320068007407
amun2_23,4,39,11.400000000000006,43.71320068007407
ande_23,1,49.69999999999999,6.664449700000006,55.706309584607204
ande_23,2,49.69999999999999,4.759017699999987,55.706309584607204
auke_23,1,52,12.51928989999999,58.28426757343209
auke_23,2,52,12.49443789999998,58.28426757343209
auke_23,3,52,10.579171599999995,58.28426757343209
auke_23,4,52,15.991952700000013,58.28426757343209
bake1_23,1,20,24.19999999999999,22.417025989781575
bake1_23,2,20,13.799999999999983,22.417025989781575
bake1_23,3,20,13.599999999999994,22.417025989781575
bake1_23,4,20,10.699999999999989,22.417025989781575
bake2_23,1,20,-13.799999999999983,22.417025989781575
bake2_23,2,20,5.300000000000011,22.417025989781575
bake2_23,3,20,5.099999999999994,22.417025989781575
bake2_23,4,20,6.599999999999994,22.417025989781575
benn_23,1,42,18,47.07575457854131
benn_23,2,42,16.400000000000006,47.07575457854131
benn_23,3,42,20.599999999999994,47.07575457854131
benn_23,4,42,19.099999999999994,47.07575457854131
borc_23,1,30,-2.8000000000000114,33.62553898467236
borc_23,2,30,-8.699999999999989,33.62553898467236
borc_23,3,30,-10.199999999999989,33.62553898467236
borc_23,4,30,-1.3000000000000114,33.62553898467236
boye_23,1,50,7.499999999999972,56.04256497445393
boye_23,2,50,-1.5999999999999943,56.04256497445393
boye_23,3,50,2.900000000000034,56.04256497445393
brag_23,1,42.5,5.199999999999989,47.63618022828584
brag_23,2,42.5,1.8000000000000114,47.63618022828584
brag_23,3,42.5,-22.099999999999994,47.63618022828584
deng_23,2,20,3.6999999999999886,22.417025989781575
deng_23,3,20,14.199999999999989,22.417025989781575
deng_23,4,20,4.800000000000011,22.417025989781575
harv_23,1,37.000000000000014,-2,41.47149808109592
harv_23,2,37.000000000000014,11.099999999999994,41.47149808109592
harv_23,3,37.000000000000014,3.6000000000000227,41.47149808109592
harv_23,4,37.000000000000014,1.6999999999999886,41.47149808109592
hiem_23,1,42,-1,47.07575457854131
hiem_23,2,42,10,47.07575457854131
hiem_23,3,42,13,47.07575457854131
hiem_23,4,42,-8.100000000000023,47.07575457854131
holli_23,1,40,5.300000000000011,44.83405197956315
holli_23,2,40,8.5,44.83405197956315
holli_23,3,40,-0.5,44.83405197956315
holli_23,4,40,-5.900000000000006,44.83405197956315
krue_23,1,25,14.160000000000025,28.021282487226966
krue_23,2,25,-5.22999999999999,28.021282487226966
krue_23,3,25,13.340000000000003,28.021282487226966
krue_23,4,25,22.799999999999983,28.021282487226966
krue_23,5,25,20.960000000000008,28.021282487226966
mcca1_23,1,50,3.0999999999999943,56.04256497445393
mcca1_23,2,50,21.19999999999999,56.04256497445393
mcca1_23,3,50,11,56.04256497445393
mcca1_23,4,50,20.599999999999994,56.04256497445393
mcca2_23,1,50,-4.400000000000006,56.04256497445393
mcca2_23,2,50,8.300000000000011,56.04256497445393
mcca2_23,3,50,-0.4000000000000057,56.04256497445393
mcca2_23,4,50,8.699999999999989,56.04256497445393
pete_23,1,50,16,56.04256497445393
pete_23,2,50,14,56.04256497445393
prev_23,1,53,6,59.40511887292117
prev_23,2,53,4,59.40511887292117
prev_23,3,53,9,59.40511887292117
prev_23,4,53,4,59.40511887292117
vanh_23,1,60,-3.0772235000000023,67.25107796934472
vanh_23,2,60,2.155058800000006,67.25107796934472
vanh_23,3,60,18.73397639999999,67.25107796934472
vanh_23,4,60,20.6885647,67.25107796934472
veen_23,1,20,-6.400000000000006,22.417025989781575
veen_23,2,20,-3,22.417025989781575
veen_23,3,20,17.19999999999999,22.417025989781575
veen_23,4,20,2.9000000000000057,22.417025989781575
